,title,project,price,time
262,مسؤول تسويق رقمي,"مسؤول تسويق رقمي للعمل عن بُعد
نبحث عن محترف مبدع في التسويق الرقمي لشركة تعمل فى مجال توظيف الكوادر الطبية !
المهام والمسؤوليات:
•تخطيط وتنفيذ حملات تسويق رقمي شاملة.
•إعداد وتنفيذ استراتيجية تسويق وتدشين متكاملة.
•العمل على منصات ميتا، جوجل، اكس، ولينكدان.
•إدارة الإعلانات الممولة وتحليل نتائجها.
•إنشاء تصاميم جذابة وإنتاج فيديوهات ترويجية.
•كتابة محتوى فعّال يتناسب مع الهدف والجمهور.
•زيادة حجم المتابعين وتعزيز الوجود الرقمي.
•استهداف واكتساب عملاء محتملين.
•تحليل سلوك المستخدمين وتكبير الحملات بناءً على البيانات.
المؤهلات:
•خبرة لا تقل عن 5 سنوات في تسويق المشاريع الطبية.
•إلمام عميق بتطوير الأعمال وإطلاق المنتجات الرقمية.
•مهارات استخدام برامج التسويق الرقمي والتكنولوجيا الحديثة.
•خبرة في العمل على منصات ميتا، جوجل، اكس، ولينكدان.
•مهارات التصميم وإنتاج الفيديو.
•مهارات الكتابة الابداعية وإعداد المحتوى.
•فهم عميق لسوق الرعاية الصحية والتقنيات الطبية.",$100.00 - $250.00,30 يوما
263,تسويق سوشيال ميديا,"محتاج اعمل حملة تسويقية ع السوشيال ميديا ومحتاج اعرف تفاصيل
المجال حلويات غربي (وافل، طواجن، مولتن كيك،....)
الزون مش هيبقى كبير اووى",$25.00 - $50.00,1 يوم
264,محترف قوقل لتحسين محركات البحث,"السلام عليكم احتاج محترف قوقل للحملات وتحسين محركات البحث
يفضل أنه لديه خبرة وسبق له العمل على مواقع في السعودية للتجارة الإلكترونية
متمكن من:
1- دراسة المنافسين بشكل جيد وتصدر عنهم
2- عمل وبحث على الكلمات المفتاحية لتصدر نتائج البحث
3- ضبط الإعدادات بشكل احترافي + وعمل خطة تسويقية شاملة على جميع برامج قوقل
4- مراقبة وتحسين يومي بالتقارير للإعلانات
5- إرسال خطة العمل وكل ما يتعلق بالموضوع قبل البدء
بعد ذلك يتم تحليل الحملات الإعلانية ورفع أدائها ROAS- CPA- فهم وقراءة مؤشرات KPI- إعادة وتنفيذ خطة تسويقية بعد التغيرات- مخطط أنشطة التسويق- عمل تقرير بمؤشرات الأداء
لا أحتاج صانعا محتوى أو مصمما أو مبتدأ بالحملات
إضافة أعمال سابقة للاطلاع عليها مهم",$100.00 - $250.00,30 يوما
265,تحديث محتوى متجر,"شنط هاي كواليتي جودتها جدا عالية وفخامة
تحديث المحتوي الرد على الاستفسارات على المواقع التواصل الاجتماعي
مدة العمل
4 ساعات يوميا
المطلوب استلامه
تحديث المحتوي الرد على الاستفسارات على المواقع التواصل الاجتماعي
jpeg WhatsApp-Image-…7.48.09-PM.jpeg (488.55KB)",$50.00 - $100.00,6 أيام
266,إنشاء وإدارة حملة تسويقية على جوجل بلاي ومواقع التواصل,اريد شخص يقم بانشاء وادارة حملة تسويقية علي جوجل بلاي ومواقع التواصل لتطبيقات سوبر ماركت,$100.00 - $250.00,2 يومين
267,مدير لإدارة متجر إلكتروني بالكامل,"متجر إلكتروني لمنتجات الامومة والطفل مبني على اساس ال Dropshipping موجه بصورة رئيسية للسعودية.
مطلوب شخص يمتلك المهارات المتعلقة بإدارة متجر الكتروني وتحديدا التالي :
إدارة التسويق : ويشمل إدارة حسابات التواصل الاجتماعي والتسويق المدفوع.
تحسين جودة الموقع ونتائج محركات البحث SEO
إدارة الموقع بإضافة منتجات وتعديل الوصف
للعمل على أساس شهري
بقية التفاصيل يمكن الاتفاق عليها سوياً",$100.00 - $250.00,30 يوما
268,تطوير محركات البحث (SEO) لموقع استقدام ايدي عاملة وتنظيفات,"يهدف هذا المشروع إلى تحسين وتعزيز ظهور موقعنا الإلكتروني المتخصص في التنظيفات والايدي العاملة على محركات البحث. نرغب في توظيف خبير SEO متخصص لإجراء التحليلات اللازمة، وتنفيذ استراتيجيات محددة تهدف إلى زيادة الزيارات العضوية وتحسين تجربة المستخدم.
المهام المطلوبة:
تحليل الوضع الحالي للموقع:
إجراء تحليل كامل للموقع لتحديد نقاط الضعف والقوة في الأداء الحالي لـ SEO.
البحث عن الكلمات المفتاحية:
تحديد الكلمات المفتاحية الأكثر فعالية وذات صلة بمجال التنظيفات والتي تلبي احتياجات وتفضيلات جمهورنا.
تحسين الموقع (On-Page SEO):
تحسين عناوين الصفحات، الأوصاف، العلامات الوصفية، والمحتوى ليتوافق مع الكلمات المفتاحية المستهدفة.
تحسين سرعة تحميل الصفحات واستجابتها على مختلف الأجهزة.
تطوير المحتوى:
إنشاء محتوى جذاب ومفيد يركز على موضوعات التنظيفات ويتضمن الكلمات المفتاحية المستهدفة.
تحسين خارج الموقع (Off-Page SEO):
بناء روابط خارجية قوية والترويج للمحتوى عبر منصات مختلفة.
تحليلات وتقارير SEO:
متابعة أداء الموقع وتقديم تقارير دورية حول التقدم والنتائج.
المؤهلات المطلوبة:
خبرة مثبتة في SEO، خاصة في مجال التنظيفات أو الصناعات
المتعلقة به.
معرفة عميقة بأدوات تحليل الويب مثل Google Analytics و Google Search Console.
القدرة على إنشاء وتحسين محتوى جذاب ومتوافق مع معايير SEO.
مهارات تحليلية قوية والقدرة على تحديد فرص تحسين SEO بناءً على بيانات الأداء.",$50.00 - $100.00,30 يوما
269,مطلوب مدير حملات إعلانية على منصة السناب شات,"السلام عليكم ورحمة الله وبركاته، اسمي خالد سيف صاحب وكالة تسويق ناشئة أبحث عن مستقل يساعدني في:
-إدارة حملات إعلانية
-تطوير الحملات الإعلانية
-كتابة المحتوى الإعلاني
-كتابة التقارير وتحليل البيانات
...لعملائي
في حال كنت مهتم بالعمل معي يسعدني أن تتواصل معي الآن
بالمناسبة السعر قابل لزيادة حسب جودة العمل",$250.00 - $500.00,3 أيام
270,مطلوب مندوب مبيعات متعاون,"مناديب مبيعات.
1. عرض وتسويق وبيع المنتج.
2. بناء العلاقات مع العملاء.
3. الإجابة على أسئلة العملاء.
4. معرفة فوائد المنتج.",$100.00 - $250.00,2 يومين
271,مطلوب متخصص سيو يوتيوب,"السلام عليكم
احتاج شخص فاهم في السيو فاهم في اليوتيوب
اسلمه القناة من الى ...
والقى نتائج واضحة
قناة نجوم التحدي
احتاج نتائج من المقاطع الطويلة
https://youtube.com/@Star...
اللي يقدر يا ليت يكتب ايش النتاىج المتوقعة
وكم المبلغ",$50.00 - $100.00,30 يوما
272,أخصائي تسويق رقمي ذو خبرة لمتجر الكتروني - إعلانات Google و تسويق كامل على وسائل التواصل الاجتماعي,"نحن متجر إلكتروني ، نبحث عن اخصائي تسويق رقمي ذوي خبرة يستطيع تطوير وتنفيذ استراتيجية تسويق شاملة، مركزة على إعلانات Google وخطة تسويق كاملة على وسائل التواصل الاجتماعي لزيادة المبيعات.
المسؤوليات:
1. إدارة حملات إعلانات Google:
- إجراء بحث مفصل عن الكلمات الرئيسية وتحليل المنافسين.
- تطوير وتحسين حملات إعلانات Google لزيادة الرؤية والتحويل.
- رصد وتعديل استراتيجيات الحظر لتحقيق أقصى عائد على الاستثمار.
- تقديم تقارير دورية وتحليلات حول أداء الحملات.
2. خطة تسويق على وسائل التواصل الاجتماعي:
- وضع استراتيجية تسويق على وسائل التواصل الاجتماعي مفصلة تتناسب مع علامتنا التجارية وجمهورنا المستهدف.
- إنشاء محتوى جذاب لمختلف منصات وسائل التواصل الاجتماعي (فيسبوك، إنستجرام، تويتر، إلخ).
- تنفيذ حملات إعلانية مدفوعة على وسائل التواصل الاجتماعي لزيادة الوصول والمبيعات.
**المتطلبات:**
- خبرة مثبتة media buyer او اخصائي تسويق رقمي مع التركيز على التجارة الإلكترونية.
- معرفة عميقة بإعلانات Google، بما في ذلك حملات البحث والعرض والتسوق.
- إتقان إنشاء وإدارة حملات تسويق ناجحة على وسائل التواصل الاجتماعي.
- مهارات تحليل قوية والقدرة على تفسير البيانات لاتخاذ قرارات مستنيرة.
- مهارات اتصال ممتازة والقدرة على التعاون مع فرق عابرة.",$100.00 - $250.00,10 أيام
